record_id,site_id,window_start_utc,window_end_utc,anchor_timestamp_utc,image_id,relative_path,pm25_mean_ug_m3,pm10_mean_ug_m3,temperature_c,humidity_pct,pressure_hpa,pm_sensor_count,image_available
f5_2026-05_000063,site_godrej_15f,2026-05-03 23:40:00+00:00,2026-05-03 23:45:00+00:00,2026-05-03 23:45:00+00:00,,,34.845,53.747,27.77,75.83,1004.13,30,False
f5_2026-05_000064,site_godrej_15f,2026-05-03 23:45:00+00:00,2026-05-03 23:50:00+00:00,2026-05-03 23:50:00+00:00,,,34.607,53.594,27.21,74.69,1004.18,30,False
f5_2026-05_000065,site_godrej_15f,2026-05-03 23:50:00+00:00,2026-05-03 23:55:00+00:00,2026-05-03 23:55:00+00:00,,,34.972,54.246,27.64,73.85,1004.07,30,False
f5_2026-05_000066,site_godrej_15f,2026-05-03 23:55:00+00:00,2026-05-04 00:00:00+00:00,2026-05-04 00:00:00+00:00,,,35.365,55.178,27.99,73.28,1004.11,30,False
f5_2026-05_000067,site_godrej_15f,2026-05-04 00:00:00+00:00,2026-05-04 00:05:00+00:00,2026-05-04 00:05:00+00:00,,,35.519,54.701,27.88,73.43,1004.03,30,False
f5_2026-05_000068,site_godrej_15f,2026-05-04 00:05:00+00:00,2026-05-04 00:10:00+00:00,2026-05-04 00:10:00+00:00,,,35.42,54.917,28.18,74.0,1004.04,30,False
f5_2026-05_000069,site_godrej_15f,2026-05-04 00:10:00+00:00,2026-05-04 00:15:00+00:00,2026-05-04 00:15:00+00:00,,,35.296,55.029,27.83,73.4,1004.09,30,False
f5_2026-05_000070,site_godrej_15f,2026-05-04 00:15:00+00:00,2026-05-04 00:20:00+00:00,2026-05-04 00:20:00+00:00,,,36.546,56.757,28.1,73.4,1004.1,30,False
f5_2026-05_000071,site_godrej_15f,2026-05-04 00:20:00+00:00,2026-05-04 00:25:00+00:00,2026-05-04 00:25:00+00:00,,,36.026,55.546,28.52,73.03,1004.02,30,False
f5_2026-05_000072,site_godrej_15f,2026-05-04 00:25:00+00:00,2026-05-04 00:30:00+00:00,2026-05-04 00:30:00+00:00,,,36.054,55.86,28.72,73.52,1004.03,30,False
f5_2026-05_000073,site_godrej_15f,2026-05-04 00:30:00+00:00,2026-05-04 00:35:00+00:00,2026-05-04 00:35:00+00:00,img_00001,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T00-30-00Z.jpg,36.496,56.906,29.1,72.21,1004.09,30,True
f5_2026-05_000074,site_godrej_15f,2026-05-04 00:35:00+00:00,2026-05-04 00:40:00+00:00,2026-05-04 00:40:00+00:00,img_00002,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T00-35-00Z.jpg,37.419,58.926,29.03,71.59,1003.93,30,True
f5_2026-05_000075,site_godrej_15f,2026-05-04 00:40:00+00:00,2026-05-04 00:45:00+00:00,2026-05-04 00:45:00+00:00,img_00003,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T00-40-00Z.jpg,37.143,57.499,29.37,71.68,1004.09,30,True
f5_2026-05_000076,site_godrej_15f,2026-05-04 00:45:00+00:00,2026-05-04 00:50:00+00:00,2026-05-04 00:50:00+00:00,img_00004,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T00-45-00Z.jpg,37.901,59.026,29.4,71.34,1004.01,30,True
f5_2026-05_000077,site_godrej_15f,2026-05-04 00:50:00+00:00,2026-05-04 00:55:00+00:00,2026-05-04 00:55:00+00:00,img_00005,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T00-50-00Z.jpg,37.961,58.641,29.33,72.83,1003.8,30,True
f5_2026-05_000078,site_godrej_15f,2026-05-04 00:55:00+00:00,2026-05-04 01:00:00+00:00,2026-05-04 01:00:00+00:00,img_00006,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T00-55-00Z.jpg,38.3,59.473,29.57,70.75,1003.8,30,True
f5_2026-05_000079,site_godrej_15f,2026-05-04 01:00:00+00:00,2026-05-04 01:05:00+00:00,2026-05-04 01:05:00+00:00,img_00007,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-00-00Z.jpg,38.838,60.237,29.9,71.27,1003.85,30,True
f5_2026-05_000080,site_godrej_15f,2026-05-04 01:05:00+00:00,2026-05-04 01:10:00+00:00,2026-05-04 01:10:00+00:00,img_00008,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-05-00Z.jpg,39.441,61.434,29.3,71.62,1003.71,30,True
f5_2026-05_000081,site_godrej_15f,2026-05-04 01:10:00+00:00,2026-05-04 01:15:00+00:00,2026-05-04 01:15:00+00:00,img_00009,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-10-00Z.jpg,39.692,62.026,29.65,70.38,1003.73,30,True
f5_2026-05_000082,site_godrej_15f,2026-05-04 01:15:00+00:00,2026-05-04 01:20:00+00:00,2026-05-04 01:20:00+00:00,img_00010,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-15-00Z.jpg,40.239,62.47,30.01,69.86,1003.82,30,True
f5_2026-05_000083,site_godrej_15f,2026-05-04 01:20:00+00:00,2026-05-04 01:25:00+00:00,2026-05-04 01:25:00+00:00,img_00011,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-20-00Z.jpg,41.117,64.118,30.01,71.19,1003.74,30,True
f5_2026-05_000084,site_godrej_15f,2026-05-04 01:25:00+00:00,2026-05-04 01:30:00+00:00,2026-05-04 01:30:00+00:00,img_00012,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-25-00Z.jpg,41.515,64.401,30.4,70.87,1003.63,30,True
f5_2026-05_000085,site_godrej_15f,2026-05-04 01:30:00+00:00,2026-05-04 01:35:00+00:00,2026-05-04 01:35:00+00:00,img_00013,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-30-00Z.jpg,42.449,65.525,30.52,69.45,1003.66,30,True
f5_2026-05_000086,site_godrej_15f,2026-05-04 01:35:00+00:00,2026-05-04 01:40:00+00:00,2026-05-04 01:40:00+00:00,img_00014,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-35-00Z.jpg,43.104,66.179,30.42,69.8,1003.83,30,True
f5_2026-05_000087,site_godrej_15f,2026-05-04 01:40:00+00:00,2026-05-04 01:45:00+00:00,2026-05-04 01:45:00+00:00,img_00015,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-40-00Z.jpg,43.15,67.39,30.52,69.13,1003.74,30,True
f5_2026-05_000088,site_godrej_15f,2026-05-04 01:45:00+00:00,2026-05-04 01:50:00+00:00,2026-05-04 01:50:00+00:00,img_00016,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-45-00Z.jpg,44.306,68.663,30.95,70.29,1003.71,30,True
f5_2026-05_000089,site_godrej_15f,2026-05-04 01:50:00+00:00,2026-05-04 01:55:00+00:00,2026-05-04 01:55:00+00:00,img_00017,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-50-00Z.jpg,44.842,69.814,30.69,69.68,1003.59,30,True
f5_2026-05_000090,site_godrej_15f,2026-05-04 01:55:00+00:00,2026-05-04 02:00:00+00:00,2026-05-04 02:00:00+00:00,img_00018,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T01-55-00Z.jpg,45.776,71.274,30.75,69.57,1003.58,30,True
f5_2026-05_000091,site_godrej_15f,2026-05-04 02:00:00+00:00,2026-05-04 02:05:00+00:00,2026-05-04 02:05:00+00:00,img_00019,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-00-00Z.jpg,46.167,71.577,30.9,68.18,1003.65,30,True
f5_2026-05_000092,site_godrej_15f,2026-05-04 02:05:00+00:00,2026-05-04 02:10:00+00:00,2026-05-04 02:10:00+00:00,img_00020,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-05-00Z.jpg,47.065,73.273,31.01,68.78,1003.7,30,True
f5_2026-05_000093,site_godrej_15f,2026-05-04 02:10:00+00:00,2026-05-04 02:15:00+00:00,2026-05-04 02:15:00+00:00,img_00021,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-10-00Z.jpg,48.026,74.147,31.44,68.68,1003.51,30,True
f5_2026-05_000094,site_godrej_15f,2026-05-04 02:15:00+00:00,2026-05-04 02:20:00+00:00,2026-05-04 02:20:00+00:00,img_00022,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-15-00Z.jpg,48.817,75.076,31.15,69.33,1003.55,30,True
f5_2026-05_000095,site_godrej_15f,2026-05-04 02:20:00+00:00,2026-05-04 02:25:00+00:00,2026-05-04 02:25:00+00:00,img_00023,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-20-00Z.jpg,49.603,77.008,31.57,67.99,1003.61,30,True
f5_2026-05_000096,site_godrej_15f,2026-05-04 02:25:00+00:00,2026-05-04 02:30:00+00:00,2026-05-04 02:30:00+00:00,img_00024,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-25-00Z.jpg,50.19,78.075,31.82,68.39,1003.45,30,True
f5_2026-05_000097,site_godrej_15f,2026-05-04 02:30:00+00:00,2026-05-04 02:35:00+00:00,2026-05-04 02:35:00+00:00,img_00025,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-30-00Z.jpg,50.644,78.991,31.97,68.68,1003.44,30,True
f5_2026-05_000098,site_godrej_15f,2026-05-04 02:35:00+00:00,2026-05-04 02:40:00+00:00,2026-05-04 02:40:00+00:00,img_00026,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-35-00Z.jpg,51.948,80.677,31.35,68.14,1003.44,30,True
f5_2026-05_000099,site_godrej_15f,2026-05-04 02:40:00+00:00,2026-05-04 02:45:00+00:00,2026-05-04 02:45:00+00:00,img_00027,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-40-00Z.jpg,52.147,81.063,31.65,67.45,1003.57,30,True
f5_2026-05_000100,site_godrej_15f,2026-05-04 02:45:00+00:00,2026-05-04 02:50:00+00:00,2026-05-04 02:50:00+00:00,img_00028,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-45-00Z.jpg,53.271,82.491,31.79,67.47,1003.54,30,True
f5_2026-05_000101,site_godrej_15f,2026-05-04 02:50:00+00:00,2026-05-04 02:55:00+00:00,2026-05-04 02:55:00+00:00,img_00029,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-50-00Z.jpg,53.107,82.049,31.75,66.33,1003.3,30,True
f5_2026-05_000102,site_godrej_15f,2026-05-04 02:55:00+00:00,2026-05-04 03:00:00+00:00,2026-05-04 03:00:00+00:00,img_00030,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T02-55-00Z.jpg,53.654,82.758,31.77,66.25,1003.28,30,True
f5_2026-05_000103,site_godrej_15f,2026-05-04 03:00:00+00:00,2026-05-04 03:05:00+00:00,2026-05-04 03:05:00+00:00,img_00031,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-00-00Z.jpg,54.474,84.472,32.26,67.09,1003.33,30,True
f5_2026-05_000104,site_godrej_15f,2026-05-04 03:05:00+00:00,2026-05-04 03:10:00+00:00,2026-05-04 03:10:00+00:00,img_00032,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-05-00Z.jpg,54.962,84.83,32.22,65.9,1003.44,30,True
f5_2026-05_000105,site_godrej_15f,2026-05-04 03:10:00+00:00,2026-05-04 03:15:00+00:00,2026-05-04 03:15:00+00:00,img_00033,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-10-00Z.jpg,55.664,85.898,32.57,66.75,1003.27,30,True
f5_2026-05_000106,site_godrej_15f,2026-05-04 03:15:00+00:00,2026-05-04 03:20:00+00:00,2026-05-04 03:20:00+00:00,img_00034,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-15-00Z.jpg,55.783,85.965,32.82,66.37,1003.35,30,True
f5_2026-05_000107,site_godrej_15f,2026-05-04 03:20:00+00:00,2026-05-04 03:25:00+00:00,2026-05-04 03:25:00+00:00,img_00035,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-20-00Z.jpg,55.191,85.578,32.39,66.36,1003.36,30,True
f5_2026-05_000108,site_godrej_15f,2026-05-04 03:25:00+00:00,2026-05-04 03:30:00+00:00,2026-05-04 03:30:00+00:00,img_00036,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-25-00Z.jpg,56.27,86.934,32.97,66.51,1003.22,30,True
f5_2026-05_000109,site_godrej_15f,2026-05-04 03:30:00+00:00,2026-05-04 03:35:00+00:00,2026-05-04 03:35:00+00:00,img_00037,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-30-00Z.jpg,56.116,86.501,32.55,65.59,1003.26,30,True
f5_2026-05_000110,site_godrej_15f,2026-05-04 03:35:00+00:00,2026-05-04 03:40:00+00:00,2026-05-04 03:40:00+00:00,img_00038,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-35-00Z.jpg,55.571,85.84,32.98,66.47,1003.19,30,True
f5_2026-05_000111,site_godrej_15f,2026-05-04 03:40:00+00:00,2026-05-04 03:45:00+00:00,2026-05-04 03:45:00+00:00,img_00039,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-40-00Z.jpg,56.144,87.204,32.99,65.77,1003.19,30,True
f5_2026-05_000112,site_godrej_15f,2026-05-04 03:45:00+00:00,2026-05-04 03:50:00+00:00,2026-05-04 03:50:00+00:00,img_00040,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-45-00Z.jpg,55.34,85.722,32.57,65.42,1003.06,30,True
f5_2026-05_000113,site_godrej_15f,2026-05-04 03:50:00+00:00,2026-05-04 03:55:00+00:00,2026-05-04 03:55:00+00:00,img_00041,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-50-00Z.jpg,54.71,85.053,32.99,65.68,1003.04,30,True
f5_2026-05_000114,site_godrej_15f,2026-05-04 03:55:00+00:00,2026-05-04 04:00:00+00:00,2026-05-04 04:00:00+00:00,img_00042,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T03-55-00Z.jpg,54.72,84.211,32.77,64.49,1003.08,30,True
f5_2026-05_000115,site_godrej_15f,2026-05-04 04:00:00+00:00,2026-05-04 04:05:00+00:00,2026-05-04 04:05:00+00:00,img_00043,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-00-00Z.jpg,54.564,84.536,33.49,65.05,1003.03,30,True
f5_2026-05_000116,site_godrej_15f,2026-05-04 04:05:00+00:00,2026-05-04 04:10:00+00:00,2026-05-04 04:10:00+00:00,img_00044,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-05-00Z.jpg,53.82,83.751,33.12,65.01,1002.92,30,True
f5_2026-05_000117,site_godrej_15f,2026-05-04 04:10:00+00:00,2026-05-04 04:15:00+00:00,2026-05-04 04:15:00+00:00,img_00045,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-10-00Z.jpg,53.49,82.432,33.25,64.16,1002.84,30,True
f5_2026-05_000118,site_godrej_15f,2026-05-04 04:15:00+00:00,2026-05-04 04:20:00+00:00,2026-05-04 04:20:00+00:00,img_00046,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-15-00Z.jpg,52.351,81.047,33.63,66.05,1002.81,30,True
f5_2026-05_000119,site_godrej_15f,2026-05-04 04:20:00+00:00,2026-05-04 04:25:00+00:00,2026-05-04 04:25:00+00:00,img_00047,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-20-00Z.jpg,51.942,79.895,33.03,64.3,1002.82,30,True
