record_id,site_id,window_start_utc,window_end_utc,anchor_timestamp_utc,image_id,relative_path,pm25_mean_ug_m3,pm10_mean_ug_m3,temperature_c,humidity_pct,pressure_hpa,pm_sensor_count,image_available
f5_2026-05_000120,site_godrej_15f,2026-05-04 04:25:00+00:00,2026-05-04 04:30:00+00:00,2026-05-04 04:30:00+00:00,img_00048,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-25-00Z.jpg,51.505,79.857,33.75,65.22,1003.04,30,True
f5_2026-05_000121,site_godrej_15f,2026-05-04 04:30:00+00:00,2026-05-04 04:35:00+00:00,2026-05-04 04:35:00+00:00,img_00049,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-30-00Z.jpg,50.908,78.976,33.89,65.39,1002.75,30,True
f5_2026-05_000122,site_godrej_15f,2026-05-04 04:35:00+00:00,2026-05-04 04:40:00+00:00,2026-05-04 04:40:00+00:00,img_00050,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-35-00Z.jpg,50.101,77.493,33.74,64.32,1002.79,30,True
f5_2026-05_000123,site_godrej_15f,2026-05-04 04:40:00+00:00,2026-05-04 04:45:00+00:00,2026-05-04 04:45:00+00:00,img_00051,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-40-00Z.jpg,48.789,76.162,33.78,65.11,1002.97,30,True
f5_2026-05_000124,site_godrej_15f,2026-05-04 04:45:00+00:00,2026-05-04 04:50:00+00:00,2026-05-04 04:50:00+00:00,img_00052,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-45-00Z.jpg,48.399,75.114,33.67,65.34,1002.91,30,True
f5_2026-05_000125,site_godrej_15f,2026-05-04 04:50:00+00:00,2026-05-04 04:55:00+00:00,2026-05-04 04:55:00+00:00,img_00053,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-50-00Z.jpg,48.147,74.894,33.91,63.59,1002.66,30,True
f5_2026-05_000126,site_godrej_15f,2026-05-04 04:55:00+00:00,2026-05-04 05:00:00+00:00,2026-05-04 05:00:00+00:00,img_00054,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T04-55-00Z.jpg,46.922,72.703,33.36,63.85,1002.61,30,True
f5_2026-05_000127,site_godrej_15f,2026-05-04 05:00:00+00:00,2026-05-04 05:05:00+00:00,2026-05-04 05:05:00+00:00,img_00055,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-00-00Z.jpg,46.74,72.774,34.0,63.45,1002.64,30,True
f5_2026-05_000128,site_godrej_15f,2026-05-04 05:05:00+00:00,2026-05-04 05:10:00+00:00,2026-05-04 05:10:00+00:00,img_00056,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-05-00Z.jpg,45.372,70.269,33.49,63.54,1002.58,30,True
f5_2026-05_000129,site_godrej_15f,2026-05-04 05:10:00+00:00,2026-05-04 05:15:00+00:00,2026-05-04 05:15:00+00:00,img_00057,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-10-00Z.jpg,45.481,70.74,34.14,64.47,1002.6,30,True
f5_2026-05_000130,site_godrej_15f,2026-05-04 05:15:00+00:00,2026-05-04 05:20:00+00:00,2026-05-04 05:20:00+00:00,img_00058,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-15-00Z.jpg,44.211,68.207,34.16,65.16,1002.54,30,True
f5_2026-05_000131,site_godrej_15f,2026-05-04 05:20:00+00:00,2026-05-04 05:25:00+00:00,2026-05-04 05:25:00+00:00,img_00059,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-20-00Z.jpg,43.675,68.21,33.55,64.68,1002.65,30,True
f5_2026-05_000132,site_godrej_15f,2026-05-04 05:25:00+00:00,2026-05-04 05:30:00+00:00,2026-05-04 05:30:00+00:00,img_00060,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-25-00Z.jpg,43.228,67.152,33.95,63.64,1002.53,30,True
f5_2026-05_000133,site_godrej_15f,2026-05-04 05:30:00+00:00,2026-05-04 05:35:00+00:00,2026-05-04 05:35:00+00:00,img_00061,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-30-00Z.jpg,42.36,65.584,33.55,63.24,1002.7,30,True
f5_2026-05_000134,site_godrej_15f,2026-05-04 05:35:00+00:00,2026-05-04 05:40:00+00:00,2026-05-04 05:40:00+00:00,img_00062,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-35-00Z.jpg,41.577,64.515,34.17,64.81,1002.58,30,True
f5_2026-05_000135,site_godrej_15f,2026-05-04 05:40:00+00:00,2026-05-04 05:45:00+00:00,2026-05-04 05:45:00+00:00,img_00063,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-40-00Z.jpg,41.761,64.567,34.36,64.32,1002.55,30,True
f5_2026-05_000136,site_godrej_15f,2026-05-04 05:45:00+00:00,2026-05-04 05:50:00+00:00,2026-05-04 05:50:00+00:00,img_00064,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-45-00Z.jpg,41.186,63.856,33.82,63.21,1002.42,30,True
f5_2026-05_000137,site_godrej_15f,2026-05-04 05:50:00+00:00,2026-05-04 05:55:00+00:00,2026-05-04 05:55:00+00:00,img_00065,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-50-00Z.jpg,40.847,63.626,33.67,63.45,1002.53,30,True
f5_2026-05_000138,site_godrej_15f,2026-05-04 05:55:00+00:00,2026-05-04 06:00:00+00:00,2026-05-04 06:00:00+00:00,img_00066,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T05-55-00Z.jpg,39.933,61.576,33.61,64.68,1002.44,30,True
f5_2026-05_000139,site_godrej_15f,2026-05-04 06:00:00+00:00,2026-05-04 06:05:00+00:00,2026-05-04 06:05:00+00:00,img_00067,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-00-00Z.jpg,39.755,61.29,33.62,63.39,1002.5,30,True
f5_2026-05_000140,site_godrej_15f,2026-05-04 06:05:00+00:00,2026-05-04 06:10:00+00:00,2026-05-04 06:10:00+00:00,img_00068,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-05-00Z.jpg,39.042,60.688,34.0,63.72,1002.29,30,True
f5_2026-05_000141,site_godrej_15f,2026-05-04 06:10:00+00:00,2026-05-04 06:15:00+00:00,2026-05-04 06:15:00+00:00,img_00069,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-10-00Z.jpg,39.203,60.332,34.12,63.21,1002.53,30,True
f5_2026-05_000142,site_godrej_15f,2026-05-04 06:15:00+00:00,2026-05-04 06:20:00+00:00,2026-05-04 06:20:00+00:00,img_00070,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-15-00Z.jpg,39.019,60.993,33.91,63.48,1002.36,30,True
f5_2026-05_000143,site_godrej_15f,2026-05-04 06:20:00+00:00,2026-05-04 06:25:00+00:00,2026-05-04 06:25:00+00:00,img_00071,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-20-00Z.jpg,38.321,59.201,33.85,63.73,1002.19,30,True
f5_2026-05_000144,site_godrej_15f,2026-05-04 06:25:00+00:00,2026-05-04 06:30:00+00:00,2026-05-04 06:30:00+00:00,img_00072,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-25-00Z.jpg,38.217,58.796,34.12,64.64,1002.26,30,True
f5_2026-05_000145,site_godrej_15f,2026-05-04 06:30:00+00:00,2026-05-04 06:35:00+00:00,2026-05-04 06:35:00+00:00,img_00073,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-30-00Z.jpg,37.952,58.822,33.8,64.17,1002.23,30,True
f5_2026-05_000146,site_godrej_15f,2026-05-04 06:35:00+00:00,2026-05-04 06:40:00+00:00,2026-05-04 06:40:00+00:00,img_00074,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-35-00Z.jpg,37.246,58.033,34.06,64.11,1002.29,30,True
f5_2026-05_000147,site_godrej_15f,2026-05-04 06:40:00+00:00,2026-05-04 06:45:00+00:00,2026-05-04 06:45:00+00:00,img_00075,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-40-00Z.jpg,37.055,57.514,34.12,64.77,1002.13,30,True
f5_2026-05_000148,site_godrej_15f,2026-05-04 06:45:00+00:00,2026-05-04 06:50:00+00:00,2026-05-04 06:50:00+00:00,img_00076,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-45-00Z.jpg,37.28,58.066,33.94,63.58,1002.37,30,True
f5_2026-05_000149,site_godrej_15f,2026-05-04 06:50:00+00:00,2026-05-04 06:55:00+00:00,2026-05-04 06:55:00+00:00,img_00077,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-50-00Z.jpg,37.283,57.318,34.19,64.1,1002.3,30,True
f5_2026-05_000150,site_godrej_15f,2026-05-04 06:55:00+00:00,2026-05-04 07:00:00+00:00,2026-05-04 07:00:00+00:00,img_00078,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T06-55-00Z.jpg,37.003,57.012,33.77,63.78,1002.28,30,True
f5_2026-05_000151,site_godrej_15f,2026-05-04 07:00:00+00:00,2026-05-04 07:05:00+00:00,2026-05-04 07:05:00+00:00,img_00079,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-00-00Z.jpg,36.589,56.767,33.76,64.43,1002.2,30,True
f5_2026-05_000152,site_godrej_15f,2026-05-04 07:05:00+00:00,2026-05-04 07:10:00+00:00,2026-05-04 07:10:00+00:00,img_00080,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-05-00Z.jpg,36.779,57.677,34.14,65.25,1002.3,30,True
f5_2026-05_000153,site_godrej_15f,2026-05-04 07:10:00+00:00,2026-05-04 07:15:00+00:00,2026-05-04 07:15:00+00:00,img_00081,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-10-00Z.jpg,36.403,56.388,33.9,63.71,1002.0,30,True
f5_2026-05_000154,site_godrej_15f,2026-05-04 07:15:00+00:00,2026-05-04 07:20:00+00:00,2026-05-04 07:20:00+00:00,img_00082,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-15-00Z.jpg,36.186,56.178,33.85,63.91,1002.2,30,True
f5_2026-05_000155,site_godrej_15f,2026-05-04 07:20:00+00:00,2026-05-04 07:25:00+00:00,2026-05-04 07:25:00+00:00,img_00083,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-20-00Z.jpg,36.255,56.338,33.99,65.38,1002.01,30,True
f5_2026-05_000156,site_godrej_15f,2026-05-04 07:25:00+00:00,2026-05-04 07:30:00+00:00,2026-05-04 07:30:00+00:00,img_00084,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-25-00Z.jpg,36.049,55.88,33.57,65.25,1002.14,30,True
f5_2026-05_000157,site_godrej_15f,2026-05-04 07:30:00+00:00,2026-05-04 07:35:00+00:00,2026-05-04 07:35:00+00:00,img_00085,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-30-00Z.jpg,36.501,56.616,33.78,65.43,1001.94,30,True
f5_2026-05_000158,site_godrej_15f,2026-05-04 07:35:00+00:00,2026-05-04 07:40:00+00:00,2026-05-04 07:40:00+00:00,img_00086,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-35-00Z.jpg,35.71,55.391,33.5,64.04,1001.91,30,True
f5_2026-05_000159,site_godrej_15f,2026-05-04 07:40:00+00:00,2026-05-04 07:45:00+00:00,2026-05-04 07:45:00+00:00,img_00087,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-40-00Z.jpg,35.829,56.058,33.73,65.54,1001.99,30,True
f5_2026-05_000160,site_godrej_15f,2026-05-04 07:45:00+00:00,2026-05-04 07:50:00+00:00,2026-05-04 07:50:00+00:00,img_00088,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-45-00Z.jpg,34.972,53.638,33.19,64.69,1002.13,30,True
f5_2026-05_000161,site_godrej_15f,2026-05-04 07:50:00+00:00,2026-05-04 07:55:00+00:00,2026-05-04 07:55:00+00:00,img_00089,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-50-00Z.jpg,35.72,55.466,33.64,64.51,1002.1,30,True
f5_2026-05_000162,site_godrej_15f,2026-05-04 07:55:00+00:00,2026-05-04 08:00:00+00:00,2026-05-04 08:00:00+00:00,img_00090,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T07-55-00Z.jpg,35.144,54.412,33.24,64.46,1001.94,30,True
f5_2026-05_000163,site_godrej_15f,2026-05-04 08:00:00+00:00,2026-05-04 08:05:00+00:00,2026-05-04 08:05:00+00:00,img_00091,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-00-00Z.jpg,35.157,55.007,32.94,65.25,1001.86,30,True
f5_2026-05_000164,site_godrej_15f,2026-05-04 08:05:00+00:00,2026-05-04 08:10:00+00:00,2026-05-04 08:10:00+00:00,img_00092,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-05-00Z.jpg,34.726,53.288,33.05,66.0,1002.08,30,True
f5_2026-05_000165,site_godrej_15f,2026-05-04 08:10:00+00:00,2026-05-04 08:15:00+00:00,2026-05-04 08:15:00+00:00,img_00093,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-10-00Z.jpg,34.71,53.239,33.0,65.45,1001.86,30,True
f5_2026-05_000166,site_godrej_15f,2026-05-04 08:15:00+00:00,2026-05-04 08:20:00+00:00,2026-05-04 08:20:00+00:00,img_00094,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-15-00Z.jpg,34.902,53.573,33.34,66.63,1001.97,30,True
f5_2026-05_000167,site_godrej_15f,2026-05-04 08:20:00+00:00,2026-05-04 08:25:00+00:00,2026-05-04 08:25:00+00:00,img_00095,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-20-00Z.jpg,34.573,53.226,33.25,65.51,1002.07,30,True
f5_2026-05_000168,site_godrej_15f,2026-05-04 08:25:00+00:00,2026-05-04 08:30:00+00:00,2026-05-04 08:30:00+00:00,img_00096,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-25-00Z.jpg,34.966,54.329,32.91,65.38,1001.92,30,True
f5_2026-05_000169,site_godrej_15f,2026-05-04 08:30:00+00:00,2026-05-04 08:35:00+00:00,2026-05-04 08:35:00+00:00,img_00097,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-30-00Z.jpg,34.305,52.987,32.85,65.19,1001.94,30,True
f5_2026-05_000170,site_godrej_15f,2026-05-04 08:35:00+00:00,2026-05-04 08:40:00+00:00,2026-05-04 08:40:00+00:00,img_00098,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-35-00Z.jpg,34.286,52.661,32.49,66.6,1001.8,30,True
f5_2026-05_000171,site_godrej_15f,2026-05-04 08:40:00+00:00,2026-05-04 08:45:00+00:00,2026-05-04 08:45:00+00:00,img_00099,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-40-00Z.jpg,34.761,53.631,32.71,66.38,1001.92,30,True
f5_2026-05_000172,site_godrej_15f,2026-05-04 08:45:00+00:00,2026-05-04 08:50:00+00:00,2026-05-04 08:50:00+00:00,img_00100,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-45-00Z.jpg,34.445,53.142,32.15,66.63,1001.79,30,True
f5_2026-05_000173,site_godrej_15f,2026-05-04 08:50:00+00:00,2026-05-04 08:55:00+00:00,2026-05-04 08:55:00+00:00,img_00101,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-50-00Z.jpg,33.814,52.582,32.25,67.17,1001.86,30,True
f5_2026-05_000174,site_godrej_15f,2026-05-04 08:55:00+00:00,2026-05-04 09:00:00+00:00,2026-05-04 09:00:00+00:00,img_00102,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T08-55-00Z.jpg,34.726,53.975,32.62,65.83,1001.87,30,True
f5_2026-05_000175,site_godrej_15f,2026-05-04 09:00:00+00:00,2026-05-04 09:05:00+00:00,2026-05-04 09:05:00+00:00,img_00103,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-00-00Z.jpg,34.023,52.244,32.28,67.02,1001.73,30,True
f5_2026-05_000176,site_godrej_15f,2026-05-04 09:05:00+00:00,2026-05-04 09:10:00+00:00,2026-05-04 09:10:00+00:00,img_00104,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-05-00Z.jpg,33.952,52.302,32.46,67.98,1001.77,30,True
f5_2026-05_000177,site_godrej_15f,2026-05-04 09:10:00+00:00,2026-05-04 09:15:00+00:00,2026-05-04 09:15:00+00:00,img_00105,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-10-00Z.jpg,33.964,52.627,31.84,66.57,1001.71,30,True
f5_2026-05_000178,site_godrej_15f,2026-05-04 09:15:00+00:00,2026-05-04 09:20:00+00:00,2026-05-04 09:20:00+00:00,img_00106,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-15-00Z.jpg,34.101,52.424,31.59,67.33,1001.78,30,True
f5_2026-05_000179,site_godrej_15f,2026-05-04 09:20:00+00:00,2026-05-04 09:25:00+00:00,2026-05-04 09:25:00+00:00,img_00107,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-20-00Z.jpg,33.926,52.036,32.08,66.6,1001.92,30,True
f5_2026-05_000180,site_godrej_15f,2026-05-04 09:25:00+00:00,2026-05-04 09:30:00+00:00,2026-05-04 09:30:00+00:00,img_00108,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-25-00Z.jpg,33.99,52.341,31.39,68.11,1001.91,30,True
f5_2026-05_000181,site_godrej_15f,2026-05-04 09:30:00+00:00,2026-05-04 09:35:00+00:00,2026-05-04 09:35:00+00:00,img_00109,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-30-00Z.jpg,33.15,51.368,31.85,67.68,1001.87,30,True
f5_2026-05_000182,site_godrej_15f,2026-05-04 09:35:00+00:00,2026-05-04 09:40:00+00:00,2026-05-04 09:40:00+00:00,img_00110,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-35-00Z.jpg,33.758,52.629,31.35,67.27,1001.74,30,True
f5_2026-05_000183,site_godrej_15f,2026-05-04 09:40:00+00:00,2026-05-04 09:45:00+00:00,2026-05-04 09:45:00+00:00,img_00111,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-40-00Z.jpg,33.975,52.708,31.11,68.55,1001.96,30,True
f5_2026-05_000184,site_godrej_15f,2026-05-04 09:45:00+00:00,2026-05-04 09:50:00+00:00,2026-05-04 09:50:00+00:00,img_00112,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-45-00Z.jpg,33.307,51.907,31.43,68.81,1001.86,30,True
f5_2026-05_000185,site_godrej_15f,2026-05-04 09:50:00+00:00,2026-05-04 09:55:00+00:00,2026-05-04 09:55:00+00:00,img_00113,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-50-00Z.jpg,34.242,53.151,31.2,68.95,1001.94,30,True
f5_2026-05_000186,site_godrej_15f,2026-05-04 09:55:00+00:00,2026-05-04 10:00:00+00:00,2026-05-04 10:00:00+00:00,img_00114,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T09-55-00Z.jpg,33.874,52.323,30.79,69.13,1001.87,30,True
f5_2026-05_000187,site_godrej_15f,2026-05-04 10:00:00+00:00,2026-05-04 10:05:00+00:00,2026-05-04 10:05:00+00:00,img_00115,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-00-00Z.jpg,34.089,52.912,31.19,69.89,1001.79,30,True
f5_2026-05_000188,site_godrej_15f,2026-05-04 10:05:00+00:00,2026-05-04 10:10:00+00:00,2026-05-04 10:10:00+00:00,img_00116,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-05-00Z.jpg,34.436,53.471,30.8,69.83,1001.91,30,True
f5_2026-05_000189,site_godrej_15f,2026-05-04 10:10:00+00:00,2026-05-04 10:15:00+00:00,2026-05-04 10:15:00+00:00,img_00117,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-10-00Z.jpg,34.338,53.238,30.48,68.45,1001.67,30,True
f5_2026-05_000190,site_godrej_15f,2026-05-04 10:15:00+00:00,2026-05-04 10:20:00+00:00,2026-05-04 10:20:00+00:00,img_00118,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-15-00Z.jpg,34.613,53.383,30.8,69.58,1001.8,30,True
f5_2026-05_000191,site_godrej_15f,2026-05-04 10:20:00+00:00,2026-05-04 10:25:00+00:00,2026-05-04 10:25:00+00:00,img_00119,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-20-00Z.jpg,34.397,53.14,30.7,68.95,1001.81,30,True
f5_2026-05_000192,site_godrej_15f,2026-05-04 10:25:00+00:00,2026-05-04 10:30:00+00:00,2026-05-04 10:30:00+00:00,img_00120,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-25-00Z.jpg,34.852,54.352,30.69,69.12,1001.76,30,True
f5_2026-05_000193,site_godrej_15f,2026-05-04 10:30:00+00:00,2026-05-04 10:35:00+00:00,2026-05-04 10:35:00+00:00,img_00121,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-30-00Z.jpg,35.091,54.317,30.4,70.68,1001.85,30,True
f5_2026-05_000194,site_godrej_15f,2026-05-04 10:35:00+00:00,2026-05-04 10:40:00+00:00,2026-05-04 10:40:00+00:00,img_00122,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-35-00Z.jpg,35.131,54.405,30.1,70.66,1001.82,30,True
f5_2026-05_000195,site_godrej_15f,2026-05-04 10:40:00+00:00,2026-05-04 10:45:00+00:00,2026-05-04 10:45:00+00:00,img_00123,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-40-00Z.jpg,35.171,54.722,30.41,70.07,1001.67,30,True
f5_2026-05_000196,site_godrej_15f,2026-05-04 10:45:00+00:00,2026-05-04 10:50:00+00:00,2026-05-04 10:50:00+00:00,img_00124,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-45-00Z.jpg,36.004,56.01,29.77,71.27,1001.86,30,True
f5_2026-05_000197,site_godrej_15f,2026-05-04 10:50:00+00:00,2026-05-04 10:55:00+00:00,2026-05-04 10:55:00+00:00,img_00125,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-50-00Z.jpg,36.18,56.585,29.8,70.09,1001.95,30,True
f5_2026-05_000198,site_godrej_15f,2026-05-04 10:55:00+00:00,2026-05-04 11:00:00+00:00,2026-05-04 11:00:00+00:00,img_00126,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T10-55-00Z.jpg,36.435,56.639,29.57,70.6,1001.7,30,True
f5_2026-05_000199,site_godrej_15f,2026-05-04 11:00:00+00:00,2026-05-04 11:05:00+00:00,2026-05-04 11:05:00+00:00,img_00127,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-00-00Z.jpg,36.553,56.024,29.61,70.49,1001.83,30,True
f5_2026-05_000200,site_godrej_15f,2026-05-04 11:05:00+00:00,2026-05-04 11:10:00+00:00,2026-05-04 11:10:00+00:00,img_00128,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-05-00Z.jpg,37.183,57.659,29.69,72.35,1001.77,30,True
f5_2026-05_000201,site_godrej_15f,2026-05-04 11:10:00+00:00,2026-05-04 11:15:00+00:00,2026-05-04 11:15:00+00:00,img_00129,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-10-00Z.jpg,37.983,58.85,29.19,72.72,1001.84,30,True
f5_2026-05_000202,site_godrej_15f,2026-05-04 11:15:00+00:00,2026-05-04 11:20:00+00:00,2026-05-04 11:20:00+00:00,img_00130,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-15-00Z.jpg,38.178,59.266,29.43,72.1,1001.97,30,True
f5_2026-05_000203,site_godrej_15f,2026-05-04 11:20:00+00:00,2026-05-04 11:25:00+00:00,2026-05-04 11:25:00+00:00,img_00131,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-20-00Z.jpg,39.053,60.475,29.37,71.34,1001.91,30,True
f5_2026-05_000204,site_godrej_15f,2026-05-04 11:25:00+00:00,2026-05-04 11:30:00+00:00,2026-05-04 11:30:00+00:00,img_00132,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-25-00Z.jpg,39.322,60.843,28.91,71.78,1002.0,30,True
f5_2026-05_000205,site_godrej_15f,2026-05-04 11:30:00+00:00,2026-05-04 11:35:00+00:00,2026-05-04 11:35:00+00:00,img_00133,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-30-00Z.jpg,39.591,61.42,28.71,72.86,1001.74,30,True
f5_2026-05_000206,site_godrej_15f,2026-05-04 11:35:00+00:00,2026-05-04 11:40:00+00:00,2026-05-04 11:40:00+00:00,img_00134,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-35-00Z.jpg,40.402,62.89,28.38,72.61,1001.8,30,True
f5_2026-05_000207,site_godrej_15f,2026-05-04 11:40:00+00:00,2026-05-04 11:45:00+00:00,2026-05-04 11:45:00+00:00,img_00135,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-40-00Z.jpg,40.412,62.723,28.73,73.21,1001.86,30,True
f5_2026-05_000208,site_godrej_15f,2026-05-04 11:45:00+00:00,2026-05-04 11:50:00+00:00,2026-05-04 11:50:00+00:00,img_00136,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-45-00Z.jpg,41.49,64.187,28.28,73.48,1001.86,30,True
f5_2026-05_000209,site_godrej_15f,2026-05-04 11:50:00+00:00,2026-05-04 11:55:00+00:00,2026-05-04 11:55:00+00:00,img_00137,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-50-00Z.jpg,42.151,65.243,28.36,73.7,1001.93,30,True
f5_2026-05_000210,site_godrej_15f,2026-05-04 11:55:00+00:00,2026-05-04 12:00:00+00:00,2026-05-04 12:00:00+00:00,img_00138,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T11-55-00Z.jpg,42.617,65.657,27.96,72.81,1001.86,30,True
f5_2026-05_000211,site_godrej_15f,2026-05-04 12:00:00+00:00,2026-05-04 12:05:00+00:00,2026-05-04 12:05:00+00:00,img_00139,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T12-00-00Z.jpg,43.587,67.321,27.76,73.36,1001.97,30,True
f5_2026-05_000212,site_godrej_15f,2026-05-04 12:05:00+00:00,2026-05-04 12:10:00+00:00,2026-05-04 12:10:00+00:00,img_00140,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T12-05-00Z.jpg,43.997,68.595,27.92,74.18,1001.94,30,True
f5_2026-05_000213,site_godrej_15f,2026-05-04 12:10:00+00:00,2026-05-04 12:15:00+00:00,2026-05-04 12:15:00+00:00,img_00141,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T12-10-00Z.jpg,44.204,68.277,27.61,73.57,1001.88,30,True
f5_2026-05_000214,site_godrej_15f,2026-05-04 12:15:00+00:00,2026-05-04 12:20:00+00:00,2026-05-04 12:20:00+00:00,img_00142,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T12-15-00Z.jpg,44.841,69.131,27.56,74.66,1002.05,30,True
f5_2026-05_000215,site_godrej_15f,2026-05-04 12:20:00+00:00,2026-05-04 12:25:00+00:00,2026-05-04 12:25:00+00:00,img_00143,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T12-20-00Z.jpg,45.176,69.975,27.41,74.73,1002.08,30,True
f5_2026-05_000216,site_godrej_15f,2026-05-04 12:25:00+00:00,2026-05-04 12:30:00+00:00,2026-05-04 12:30:00+00:00,img_00144,site_godrej_15f/raw/images/2026-05-04/img_2026-05-04T12-25-00Z.jpg,46.495,72.212,27.17,75.45,1001.98,30,True
